ticket_id,created_at,first_response_hours,resolved_at,category,subcategory,priority,channel,team,agent,customer_tier,status,csat_score,reopened,sla_breached
TK00189,2025/6/20,7.6,2025/6/21 0:24,Billing,Invoice issue,Low,Email,Billing,I. Ahmed,Pro,Resolved,3.5,FALSE,FALSE
TK00190,2025/6/21,1.7,2025/6/22 5:36,Account,Permission issue,High,Portal,Tier 1,C. Lee,Enterprise,Resolved,,TRUE,FALSE
TK00191,2025/6/21,4.8,,Technical,API error,Medium,Chat,Tier 1,H. Clark,Business,Open,,FALSE,FALSE
TK00192,2025/6/21,9.3,2025/6/21 15:18,Technical,Bug report,Medium,Portal,Technical Escalations,H. Clark,Enterprise,Resolved,4.7,FALSE,TRUE
TK00193,2025/6/22,1.8,2025/6/22 12:18,Technical,Login problem,Urgent,Portal,Technical Escalations,F. Moore,Free,Resolved,3.7,FALSE,FALSE
TK00194,2025/6/23,6.1,2025/6/24 14:12,Product,Feature question,Low,Email,Tier 2,G. Lopez,Free,Resolved,4.6,FALSE,FALSE
TK00195,2025/6/23,6.6,2025/6/24 2:18,Technical,API error,Medium,Portal,Technical Escalations,B. Wilson,Pro,Resolved,4,FALSE,FALSE
TK00196,2025/6/24,3.9,,Product,How-to,High,Portal,Tier 1,H. Clark,Free,Pending Customer,,FALSE,FALSE
TK00197,2025/6/26,7.5,2025/6/27 16:00,Product,Feature question,Low,Portal,Tier 1,G. Lopez,Free,Resolved,4.8,FALSE,FALSE
TK00198,2025/6/27,6.5,,Technical,Integration issue,Medium,Chat,Technical Escalations,I. Ahmed,Enterprise,Open,,FALSE,FALSE
TK00199,2025/6/28,12.6,,Shipping,Tracking issue,Low,Portal,Customer Success,F. Moore,Free,Pending Customer,,FALSE,FALSE
TK00200,2025/6/28,6.5,2025/6/28 15:36,Technical,Login problem,Low,Chat,Tier 1,N. Adams,Pro,Resolved,4.5,FALSE,FALSE
TK00201,2025/6/29,3.9,2025/6/29 18:54,Billing,Refund request,High,Portal,Billing,B. Wilson,Pro,Resolved,4.7,FALSE,FALSE
TK00202,2025/7/2,8,2025/7/2 12:12,Product,Missing functionality,Medium,Portal,Customer Success,N. Adams,Business,Resolved,4.9,FALSE,FALSE
TK00203,2025/7/2,5.4,2025/7/3 11:12,Technical,Bug report,High,Portal,Technical Escalations,G. Lopez,Business,Resolved,4.7,FALSE,TRUE
TK00204,2025/7/3,21.7,2025/7/3 15:42,Technical,API error,Low,Email,Tier 2,G. Lopez,Free,Resolved,,FALSE,FALSE
TK00205,2025/7/3,3,,Technical,Integration issue,Medium,Portal,Tier 1,N. Adams,Business,Open,,FALSE,FALSE
TK00206,2025/7/4,3.8,,Shipping,Address correction,Medium,Portal,Customer Success,F. Moore,Enterprise,Pending Customer,,FALSE,FALSE
TK00207,2025/7/5,16.2,2025/7/6 0:30,Technical,API error,Low,Email,Tier 2,G. Lopez,Pro,Resolved,4.6,FALSE,FALSE
TK00208,2025/7/7,7.8,2025/7/8 20:54,Technical,API error,Medium,Email,Tier 1,F. Moore,Pro,Resolved,3.6,FALSE,FALSE
TK00209,2025/7/8,16.2,2025/7/8 18:42,Billing,Invoice issue,Low,Phone,Billing,F. Moore,Business,Resolved,4.4,FALSE,FALSE
TK00210,2025/7/9,41.5,,Account,Profile update,Medium,Chat,Tier 2,F. Moore,Pro,Open,,FALSE,TRUE
TK00211,2025/7/10,8,2025/7/10 23:42,Technical,Login problem,Medium,Email,Tier 2,G. Lopez,Business,Resolved,2.2,FALSE,FALSE
TK00212,2025/7/10,5.5,2025/7/10 19:00,Technical,Login problem,High,Email,Technical Escalations,H. Clark,Business,Resolved,5,FALSE,TRUE
TK00213,2025/7/11,20.6,2025/7/11 16:23,Account,Password reset,Low,Phone,Tier 1,D. Evans,Pro,Resolved,4.4,FALSE,FALSE
TK00214,2025/7/13,17.4,2025/7/13 23:24,Billing,Chargeback,Low,Chat,Tier 1,G. Lopez,Business,Resolved,4.2,FALSE,FALSE
TK00215,2025/7/14,10.2,2025/7/16 22:30,Technical,Login problem,Low,Portal,Tier 2,G. Lopez,Enterprise,Resolved,,FALSE,FALSE
TK00216,2025/7/15,8.8,2025/7/16 9:24,Account,Access request,Medium,Chat,Tier 2,D. Evans,Pro,Resolved,,FALSE,TRUE
TK00217,2025/7/17,8,2025/7/17 21:24,Shipping,Address correction,Low,Portal,Customer Success,H. Clark,Free,Resolved,4.3,FALSE,FALSE
TK00218,2025/7/18,5.4,2025/7/18 10:00,Account,Profile update,Medium,Phone,Tier 1,N. Adams,Pro,Resolved,5,FALSE,FALSE
TK00219,2025/7/19,9.3,2025/7/19 21:00,Technical,Bug report,Low,Phone,Tier 1,N. Adams,Business,Resolved,4.5,FALSE,FALSE
TK00220,2025/7/22,12.7,2025/7/22 22:54,Billing,Chargeback,Low,Phone,Billing,G. Lopez,Pro,Resolved,4.7,FALSE,FALSE
TK00221,2025/7/22,43.5,,Shipping,Late delivery,Low,Chat,Customer Success,N. Adams,Business,Open,,FALSE,TRUE
TK00222,2025/7/22,2.4,,Account,Permission issue,Medium,Portal,Tier 2,H. Clark,Enterprise,Escalated,,FALSE,FALSE
TK00223,2025/7/25,17.8,,Account,Profile update,Low,Portal,Tier 2,G. Lopez,Business,Pending Customer,,FALSE,FALSE
TK00224,2025/7/26,5,,Technical,API error,Low,Portal,Tier 1,Unassigned,Pro,Open,,FALSE,FALSE
TK00225,2025/8/2,4.8,2025/8/2 22:30,Technical,Integration issue,Medium,Chat,Tier 1,C. Lee,Enterprise,Resolved,4.8,FALSE,FALSE
TK00226,2025/8/3,10.4,2025/8/3 19:06,Product,How-to,Medium,Email,Customer Success,D. Evans,Business,Resolved,4.4,FALSE,TRUE
TK00227,2025/8/4,3.4,,Account,Profile update,High,Portal,Tier 1,B. Wilson,Pro,Escalated,,FALSE,FALSE
TK00228,2025/8/4,6.7,,Technical,API error,Low,Chat,Tier 2,I. Ahmed,Enterprise,Open,,FALSE,FALSE
TK00229,2025/8/5,4.2,2025/8/6 1:30,Shipping,Late delivery,Medium,Portal,Tier 1,C. Lee,Enterprise,Resolved,4.4,FALSE,FALSE
TK00230,2025/8/5,17.7,,Billing,Refund request,Low,Email,Billing,I. Ahmed,Pro,Escalated,,FALSE,FALSE
TK00231,2025/8/5,8.2,2025/8/5 23:06,Product,How-to,Low,Portal,Tier 2,N. Adams,Pro,Resolved,3.1,FALSE,FALSE
TK00232,2025/8/7,13.7,,Account,Password reset,Low,Portal,Tier 1,I. Ahmed,Free,Escalated,,FALSE,FALSE
TK00233,2025/8/8,6.2,2025/8/8 14:00,Technical,Login problem,Medium,Chat,Tier 2,B. Wilson,Pro,Resolved,4.1,FALSE,FALSE
TK00234,2025/8/9,8.5,2025/8/9 9:36,Product,How-to,Low,Email,Tier 1,F. Moore,Business,Resolved,1.9,FALSE,FALSE
TK00235,2025/8/10,39.6,,Technical,Login problem,Low,Phone,Technical Escalations,F. Moore,Pro,Escalated,,FALSE,TRUE
TK00236,2025/8/10,17.3,2025/8/10 18:36,Shipping,Damaged item,Low,Email,Tier 1,D. Evans,Business,Resolved,4,FALSE,FALSE
TK00237,2025/8/11,1.3,2025/8/11 13:30,Account,Profile update,High,Email,Customer Success,G. Lopez,Pro,Resolved,2.1,FALSE,FALSE
TK00238,2025/8/12,13.5,2025/8/13 4:54,Product,Missing functionality,Low,Chat,Tier 2,C. Lee,Pro,Resolved,5,FALSE,FALSE
TK00239,2025/8/13,8.5,2025/8/14 7:18,Account,Access request,Low,Phone,Tier 1,D. Evans,Free,Resolved,5,FALSE,FALSE
TK00240,2025/8/13,4.9,2025/8/14 10:12,Billing,Invoice issue,High,Portal,Tier 2,B. Wilson,Business,Resolved,4.2,FALSE,TRUE
TK00241,2025/8/13,4.1,2025/8/14 9:12,Technical,API error,Medium,Portal,Tier 2,I. Ahmed,Pro,Resolved,3.2,FALSE,FALSE
TK00242,2025/8/14,11.4,,Technical,API error,Low,Email,Tier 1,C. Lee,Business,Pending Customer,,FALSE,FALSE
TK00243,2025/8/15,7.8,2025/8/16 18:06,Technical,Bug report,Medium,Chat,Tier 2,C. Lee,Free,Resolved,1.4,FALSE,FALSE
TK00244,2025/8/16,9.3,2025/8/17 7:54,Account,Password reset,Medium,Chat,Customer Success,N. Adams,Pro,Resolved,4.8,FALSE,TRUE
TK00245,2025/8/18,1.9,2025/8/18 15:18,Billing,Invoice issue,High,Phone,Billing,C. Lee,Business,Resolved,4.5,FALSE,FALSE
TK00246,2025/8/18,5.1,,Technical,Login problem,Medium,Phone,Tier 1,F. Moore,Business,Open,,FALSE,FALSE
TK00247,2025/8/19,4.8,2025/8/19 14:36,Product,UX feedback,Medium,Email,Tier 1,D. Evans,Pro,Resolved,3.4,FALSE,FALSE
TK00248,2025/8/19,4.4,2025/8/19 23:48,Technical,Bug report,Medium,Chat,Tier 1,B. Wilson,Enterprise,Resolved,4.9,FALSE,FALSE
TK00249,2025/8/20,7.3,2025/8/20 22:12,Product,Feature question,High,Email,Customer Success,C. Lee,Free,Resolved,4.5,FALSE,TRUE
TK00250,2025/8/21,15.2,2025/8/22 0:54,Billing,Invoice issue,Low,Chat,Billing,F. Moore,Free,Resolved,4.3,FALSE,FALSE
TK00251,2025/8/22,6.1,,Technical,Bug report,Low,Chat,Tier 1,H. Clark,Pro,Open,,FALSE,FALSE
TK00252,2025/8/22,5,2025/8/22 20:24,Account,Profile update,High,Email,Tier 1,C. Lee,Enterprise,Resolved,1.9,FALSE,TRUE
TK00253,2025/8/23,8.6,2025/8/24 5:18,Product,Feature question,High,Email,Customer Success,G. Lopez,Pro,Resolved,4.6,FALSE,TRUE
TK00254,2025/8/24,21.5,2025/8/24 13:18,Technical,Bug report,Low,Email,Tier 2,F. Moore,Pro,Resolved,4.5,FALSE,FALSE
TK00255,2025/8/24,1.7,2025/8/24 14:24,Technical,Integration issue,High,Chat,Tier 1,F. Moore,Pro,Resolved,4.7,FALSE,FALSE
TK00256,2025/8/27,9.3,,Account,Profile update,Low,Email,Tier 1,G. Lopez,Business,Escalated,,FALSE,FALSE
TK00257,2025/8/28,11.4,2025/8/30 2:06,Product,How-to,Medium,Portal,Tier 2,N. Adams,Enterprise,Resolved,4.8,FALSE,TRUE
TK00258,2025/8/28,8.3,2025/8/29 7:30,Billing,Invoice issue,Low,Portal,Billing,B. Wilson,Pro,Resolved,3.3,FALSE,FALSE
TK00259,2025/8/29,4.1,2025/8/29 13:42,Technical,Login problem,High,Portal,Tier 2,H. Clark,Pro,Resolved,4.5,FALSE,TRUE
TK00260,2025/8/29,8.9,2025/8/30 3:36,Product,Missing functionality,Medium,Chat,Customer Success,I. Ahmed,Pro,Resolved,4.7,FALSE,TRUE
