expense_id,expense_date,department,cost_center,vendor,expense_category,payment_type,amount,budget_monthly,approved_by,reimbursable,receipt_attached,project_code,status
EX00069,2025/7/18,Finance,CC-FIN-68,Concur,Contractors,Corporate Card,1079.64,7000,VP Marketing,FALSE,TRUE,PRJ-620,Approved
EX00096,2025/7/19,IT,CC-IT-68,Concur,Travel,Corporate Card,1039.79,9000,Finance Manager,TRUE,TRUE,PRJ-415,Approved
EX00021,2025/7/23,Support,CC-SUP-56,Salesforce,Training,Corporate Card,1838.38,11000,Finance Manager,FALSE,TRUE,PRJ-512,Approved
EX00140,2025/7/23,Support,CC-SUP-85,Zoom.us,Contractors,ACH,885.04,11000,Finance Manager,FALSE,TRUE,PRJ-101,Approved
EX00098,2025/7/26,Engineering,CC-ENG-35,Atlassian,Cloud Services,Wire Transfer,2854.69,20000,Head of Engineering,FALSE,TRUE,PRJ-620,Pending
EX00201,2025/7/27,Sales,CC-SAL-42,Concur,Contractors,Corporate Card,3785.92,15000,VP Sales,FALSE,TRUE,PRJ-203,Approved
EX00026,2025/7/28,Sales,CC-SAL-77,Concur,Contractors,ACH,898.98,15000,Finance Manager,FALSE,TRUE,PRJ-101,Approved
EX00074,2025/7/30,Support,CC-SUP-10,Adobe,Contractors,ACH,3711.77,11000,Finance Manager,FALSE,TRUE,PRJ-203,Approved
EX00078,07/31/2025,People,CC-PEO-79,Slack,Travel,Wire Transfer,1042.62,6500,Finance Manager,FALSE,TRUE,PRJ-101,Approved
EX00210,2025/7/31,Support,CC-SUP-37,Adobe,Software,Reimbursement,4712.88,11000,COO,FALSE,TRUE,PRJ-415,Approved
EX00120,2025/7/31,Sales,CC-SAL-20,Google Cloud,Contractors,ACH,4812.57,15000,COO,FALSE,TRUE,PRJ-310,Approved
EX00007,2025/8/5,Finance,CC-FIN-65,Adobe,Professional Services,Wire Transfer,4046.54,7000,COO,FALSE,TRUE,PRJ-203,Approved
EX00030,2025/8/6,Support,CC-SUP-71,Salesforce,Cloud Services,Corporate Card,2371.97,11000,Finance Manager,FALSE,TRUE,PRJ-620,Pending
EX00200,2025/8/7,Marketing,CC-MAR-19,Notion,Travel,Corporate Card,569.44,17000,Head of Engineering,FALSE,TRUE,PRJ-512,Approved
EX00031,2025/8/8,Support,CC-SUP-88,Google Cloud,Office Supplies,Reimbursement,1132.11,11000,CFO,FALSE,TRUE,PRJ-203,Approved
EX00183,2025/8/11,Sales,CC-SAL-83,Adobe,Office Supplies,Corporate Card,6766.37,15000,COO,TRUE,TRUE,PRJ-101,Approved
EX00175,2025/8/13,Engineering,CC-ENG-47,Workday,Software,Reimbursement,3026.1,20000,VP Marketing,FALSE,FALSE,PRJ-310,Pending
EX00123,2025/8/14,Marketing,CC-MAR-35,Zoom,Contractors,ACH,3599.23,17000,COO,FALSE,TRUE,PRJ-310,Approved
EX00113,2025/8/15,IT,CC-IT-43,Google Cloud,Training,Corporate Card,6458.57,9000,VP Sales,FALSE,TRUE,PRJ-415,Approved
EX00204,2025/8/16,Support,CC-SUP-39,Concur,Hardware,Corporate Card,1869.18,11000,VP Sales,FALSE,TRUE,PRJ-415,Approved
EX00009,2025/8/16,Operations,CC-OPE-30,Uber,Travel,Corporate Card,721.17,10000,Finance Manager,FALSE,TRUE,PRJ-101,Approved
EX00035,2025/8/17,Support,CC-SUP-34,Slack,Recruiting,Corporate Card,1131.41,11000,VP Sales,FALSE,TRUE,PRJ-620,Approved
EX00019,2025/8/17,Sales,CC-SAL-38,Notion,Training,Wire Transfer,992.61,15000,Finance Manager,FALSE,TRUE,PRJ-203,Approved
EX00139,2025/8/19,Marketing,CC-MAR-92,Google Cloud,Software,ACH,25201.92,17000,VP Marketing,FALSE,FALSE,PRJ-620,Pending
EX00164,2025/8/19,Sales,CC-SAL-72,Atlassian,Hardware,Corporate Card,699.16,15000,VP Marketing,FALSE,TRUE,PRJ-620,Approved
EX00100,2025/8/19,IT,CC-IT-39,Uber,Recruiting,Corporate Card,519.07,9000,CFO,FALSE,TRUE,PRJ-101,Approved
EX00014,2025/8/20,Finance,CC-FIN-84,Dell,Office Supplies,ACH,1298.4,7000,VP Sales,FALSE,TRUE,PRJ-620,Approved
EX00015,2025/8/20,Sales,CC-SAL-16,Dell,Cloud Services,ACH,874.69,15000,CFO,FALSE,TRUE,PRJ-512,Approved
EX00137,2025/8/23,Sales,CC-SAL-26,Salesforce,Professional Services,Corporate Card,7747.27,15000,Head of Engineering,FALSE,TRUE,PRJ-310,Approved
EX00135,2025/8/24,Finance,CC-FIN-52,Salesforce,Cloud Services,Wire Transfer,2712.62,7000,Head of Engineering,FALSE,TRUE,PRJ-415,Approved
EX00184,2025/8/25,Marketing,CC-MAR-10,Notion,Hardware,Corporate Card,4677.17,17000,VP Sales,FALSE,TRUE,PRJ-620,Pending
EX00057,2025/8/26,Engineering,CC-ENG-39,AWS,Software,Corporate Card,3481.81,20000,COO,FALSE,TRUE,PRJ-512,Approved
EX00149,2025/8/27,Operations,CC-OPE-41,Notion.so,Travel,ACH,2802.61,10000,COO,TRUE,TRUE,PRJ-101,Approved
EX00060,2025/8/27,Sales,CC-SAL-63,Atlassian,Contractors,Corporate Card,7482.32,15000,COO,FALSE,TRUE,PRJ-512,Approved
EX00010,2025/8/28,Marketing,CC-MAR-19,ATLASSIAN,Contractors,Corporate Card,3133.59,17000,VP Sales,FALSE,TRUE,PRJ-203,Approved
EX00056,2025/8/30,Marketing,CC-MAR-24,ServiceNow,Events,Reimbursement,-3575.1,17000,VP Marketing,TRUE,TRUE,PRJ-415,Pending
EX00016,2025/8/30,Engineering,CC-ENG-76,AWS,Software,Corporate Card,4540.73,20000,Finance Manager,TRUE,TRUE,PRJ-101,Approved
EX00118,2025/8/31,Sales,CC-SAL-62,Google Cloud,Hardware,Wire Transfer,2571.06,15000,Head of Engineering,FALSE,TRUE,PRJ-740,Approved
